Case Number,Product Info,Case Owner,VENDOR,Case Origin,Customer Request,Type Leve 1,Type Level 2,Type Level 3,Cloesed Date,1-CR,2-CSAT,3-DSAT Reason,4-Satisfaction Driver,5-Open Suggestion,Work Order,SN,Service Center,Service Type,month,week,dayweek
CASE001603,Product B,Agent_044,TP,Chat,Individual,Technical,Hardware,Installation,2024-09-19,,,,,,,,,,septiembre,38,Thursday
CASE001604,Product C,Agent_013,TP,Chat,Individual,General,Account,Question,2024-09-12,,Very dissatisfied,,,,WO4325,,,Standard,septiembre,37,Thursday
CASE001605,,Agent_032,NOT TP,Email,Individual,Technical,Hardware,Configuration,2024-07-25,,,,,,,,,,julio,30,Thursday
CASE001606,,Agent_048,TP,Chat,Business,Technical,Other,Configuration,2024-09-30,Yes,,,,,,,,,septiembre,40,Monday
CASE001607,Product C,Agent_013,TP,Email,Individual,Technical,Hardware,Error,2024-09-28,,,,,,,,,Premium,septiembre,39,Saturday
CASE001608,Product B,Agent_016,NOT TP,Phone,Business,Billing,Account,Question,2024-08-19,,,,,,,,,,agosto,34,Monday
CASE001609,Product C,Agent_048,NOT TP,Chat,Individual,Billing,Software,Error,2024-09-02,,,,,,,,,,septiembre,36,Monday
CASE001610,,Agent_016,TP,Email,Individual,Technical,Account,Configuration,2024-08-21,,,,,,,,,Premium,agosto,34,Wednesday
CASE001611,Product B,Agent_017,NOT TP,Chat,Business,Billing,Account,Error,2024-08-01,,,,,,,,,Premium,agosto,31,Thursday
CASE001612,,Agent_014,NOT TP,Chat,Individual,Technical,Software,Question,2024-07-19,,,,,,WO9615,,,,julio,29,Friday
CASE001613,Product A,Agent_015,TP,Phone,Business,General,Hardware,Question,2024-09-22,,,,,,,,Center B,,septiembre,38,Sunday
CASE001614,,Agent_013,NOT TP,Web,Business,Billing,Account,Question,2024-09-27,,,,,,,,,,septiembre,39,Friday
CASE001615,,Agent_016,NOT TP,Chat,Individual,Technical,Software,Configuration,2024-07-01,,,,,,,,,Premium,julio,27,Monday
CASE001616,,Agent_040,TP,Phone,Individual,Billing,Other,Installation,2024-07-14,,,,,,,,,,julio,28,Sunday
CASE001617,Product B,Agent_023,TP,Chat,Individual,General,Software,Installation,2024-08-24,,,,,,,,,,agosto,34,Saturday
CASE001618,,Agent_010,NOT TP,Chat,Individual,General,Account,Installation,2024-07-29,No,,,,,,,,,julio,31,Monday
CASE001619,,Agent_050,NOT TP,Chat,Individual,Technical,Other,Error,2024-07-23,,,,,,,,,,julio,30,Tuesday
CASE001620,,Agent_007,TP,Chat,Individual,Billing,Account,Question,2024-09-28,,,,,,WO6681,,,,septiembre,39,Saturday
CASE001621,,Agent_008,TP,Web,Individual,General,Software,Configuration,2024-09-05,,,,,,,,,,septiembre,36,Thursday
CASE001622,Product C,Agent_006,TP,Web,Individual,Billing,Other,Installation,2024-08-29,,,,,,,,,,agosto,35,Thursday
CASE001623,,Agent_044,NOT TP,Chat,Business,Technical,Account,Installation,2024-07-07,,,,,,,,,,julio,27,Sunday
CASE001624,,Agent_043,NOT TP,Chat,Business,General,Software,Error,2024-09-10,,Very dissatisfied,Lack of communication skillsLong processing time,,,,,,,septiembre,37,Tuesday
CASE001625,Product C,Agent_032,TP,Phone,Individual,General,Other,Error,2024-08-01,,,,,,WO3869,,,Standard,agosto,31,Thursday
CASE001626,Product B,Agent_040,NOT TP,Phone,Business,Billing,Account,Installation,2024-07-16,,,,,,,,,,julio,29,Tuesday
CASE001627,Product B,Agent_001,NOT TP,Email,Individual,General,Software,Question,2024-08-28,,,,,,,,,,agosto,35,Wednesday
CASE001628,Product B,Agent_049,TP,Web,Individual,Technical,Account,Question,2024-07-18,,,,,,,,,,julio,29,Thursday
CASE001629,Product C,Agent_035,TP,Chat,Individual,Technical,Account,Error,2024-08-29,,,,,,,,,,agosto,35,Thursday
CASE001630,,Agent_003,NOT TP,Web,Individual,General,Account,Error,2024-09-24,,,,,,,,,,septiembre,39,Tuesday
CASE001631,Product C,Agent_031,NOT TP,Phone,Individual,Technical,Hardware,Question,2024-09-06,,,,,,,,,,septiembre,36,Friday
CASE001632,Product C,Agent_024,NOT TP,Web,Business,General,Account,Error,2024-09-10,,,,,,,,,,septiembre,37,Tuesday
CASE001633,Product A,Agent_040,NOT TP,Web,Business,General,Other,Error,2024-09-15,,,,,,,,,Standard,septiembre,37,Sunday
CASE001634,Product B,Agent_021,TP,Chat,Individual,General,Software,Question,2024-08-10,,,,,,,,,,agosto,32,Saturday
CASE001635,Product B,Agent_032,NOT TP,Chat,Business,General,Software,Question,2024-08-26,,,,,,,,,Standard,agosto,35,Monday
CASE001636,,Agent_037,NOT TP,Phone,Individual,Billing,Hardware,Configuration,2024-09-17,,,,,,WO3587,,,,septiembre,38,Tuesday
CASE001637,,Agent_018,TP,Chat,Individual,General,Hardware,Error,2024-09-03,,,,,,,,,,septiembre,36,Tuesday
CASE001638,Product C,Agent_032,TP,Phone,Business,Technical,Hardware,Error,2024-08-24,,Satisfied,,Communication skills,,,,Center C,,agosto,34,Saturday
CASE001639,Product A,Agent_012,TP,Phone,Individual,Billing,Account,Configuration,2024-09-09,,Satisfied,,Proactively follow up on issues,,,,,,septiembre,37,Monday
CASE001640,,Agent_049,TP,Email,Individual,Technical,Account,Error,2024-08-27,,,,,,WO4559,,,,agosto,35,Tuesday
CASE001641,Product B,Agent_033,TP,Email,Individual,General,Other,Error,2024-07-21,,,,,,WO7738,,,,julio,29,Sunday
CASE001642,Product A,Agent_018,TP,Email,Individual,Technical,Software,Installation,2024-08-30,,,,,,WO2986,,,,agosto,35,Friday
CASE001643,,Agent_026,TP,Web,Individual,Billing,Software,Installation,2024-08-27,,,,,,WO2253,,,,agosto,35,Tuesday
CASE001644,Product B,Agent_015,TP,Email,Individual,Technical,Account,Installation,2024-08-03,,,,,,,,,,agosto,31,Saturday
CASE001645,Product B,Agent_049,NOT TP,Chat,Individual,Billing,Software,Configuration,2024-08-01,,,,,,,,,,agosto,31,Thursday
CASE001646,,Agent_037,NOT TP,Chat,Individual,General,Account,Error,2024-09-20,,Very satisfied,,,,,,,,septiembre,38,Friday
CASE001647,Product C,Agent_009,NOT TP,Email,Individual,General,Hardware,Configuration,2024-08-05,,,,,,,,,,agosto,32,Monday
CASE001648,,Agent_004,NOT TP,Web,Individual,Technical,Account,Configuration,2024-09-05,,,,,,,,Center C,,septiembre,36,Thursday
CASE001649,Product A,Agent_034,NOT TP,Phone,Business,Technical,Other,Error,2024-09-01,,,,,,,,,,septiembre,35,Sunday
CASE001650,,Agent_028,TP,Web,Individual,General,Account,Question,2024-09-19,,,,,,,,,,septiembre,38,Thursday
CASE001651,Product B,Agent_031,NOT TP,Web,Individual,General,Account,Question,2024-07-31,,,,,,,,,,julio,31,Wednesday
CASE001652,,Agent_035,NOT TP,Phone,Individual,Technical,Software,Error,2024-08-05,,,,,,,,,,agosto,32,Monday
CASE001653,,Agent_003,NOT TP,Phone,Individual,General,Account,Question,2024-08-26,,,,,,,,,,agosto,35,Monday
CASE001654,Product C,Agent_033,NOT TP,Phone,Individual,Billing,Other,Installation,2024-07-10,,,,,,,,,Premium,julio,28,Wednesday
CASE001655,,Agent_023,TP,Chat,Individual,Billing,Account,Error,2024-09-30,,,,,,,,,,septiembre,40,Monday
CASE001656,Product B,Agent_026,TP,Phone,Business,Technical,Account,Configuration,2024-08-06,Yes,,,,,,,,Express,agosto,32,Tuesday
CASE001657,Product A,Agent_044,TP,Phone,Individual,Technical,Hardware,Installation,2024-07-31,,,,,,,,,,julio,31,Wednesday
CASE001658,Product C,Agent_050,NOT TP,Web,Individual,General,Account,Configuration,2024-08-04,,,,,,,,,,agosto,31,Sunday
CASE001659,Product A,Agent_012,NOT TP,Web,Individual,General,Account,Question,2024-08-12,,,,,,,,,,agosto,33,Monday
CASE001660,,Agent_030,TP,Email,Individual,Billing,Account,Error,2024-08-10,,,,,,,,,,agosto,32,Saturday
CASE001661,,Agent_008,NOT TP,Web,Individual,Technical,Other,Installation,2024-09-08,,,,,,,,,,septiembre,36,Sunday
CASE001662,Product C,Agent_045,NOT TP,Phone,Individual,Technical,Software,Error,2024-07-11,,,,,,,,,,julio,28,Thursday
CASE001663,Product C,Agent_034,TP,Chat,Business,Technical,Hardware,Installation,2024-07-18,,,,,,,,,,julio,29,Thursday
CASE001664,,Agent_030,TP,Web,Individual,Technical,Hardware,Installation,2024-07-20,,,,,,,,,,julio,29,Saturday
CASE001665,Product B,Agent_021,TP,Web,Business,Billing,Account,Installation,2024-07-30,,,,,,,,,,julio,31,Tuesday
CASE001666,Product A,Agent_045,TP,Phone,Individual,Billing,Account,Error,2024-08-19,,,,,,,,,Premium,agosto,34,Monday
CASE001667,Product C,Agent_001,TP,Web,Individual,Technical,Software,Installation,2024-09-27,No,,,,,,,,,septiembre,39,Friday
CASE001668,Product C,Agent_001,TP,Web,Individual,Billing,Account,Installation,2024-07-20,,,,,,,,,,julio,29,Saturday
CASE001669,Product C,Agent_044,TP,Phone,Individual,Technical,Other,Error,2024-09-29,,,,,,,,,,septiembre,39,Sunday
CASE001670,Product C,Agent_014,TP,Web,Business,Billing,Software,Configuration,2024-07-28,,,,,,,,,,julio,30,Sunday
CASE001671,Product C,Agent_025,NOT TP,Chat,Individual,General,Account,Question,2024-07-09,,,,,,,,,,julio,28,Tuesday
CASE001672,,Agent_038,TP,Email,Individual,Billing,Software,Error,2024-08-23,,,,,,WO2646,,,,agosto,34,Friday
CASE001673,Product C,Agent_007,NOT TP,Web,Business,Technical,Hardware,Error,2024-08-22,,,,,,,,,,agosto,34,Thursday
CASE001674,Product B,Agent_021,NOT TP,Chat,Business,General,Account,Installation,2024-08-12,,,,,,,,Center C,,agosto,33,Monday
CASE001675,Product C,Agent_024,NOT TP,Web,Business,Technical,Software,Error,2024-09-08,,Very dissatisfied,,,,,,,,septiembre,36,Sunday
CASE001676,Product A,Agent_040,TP,Email,Business,General,Software,Error,2024-08-29,,,,,,,,,Express,agosto,35,Thursday
CASE001677,,Agent_017,TP,Phone,Individual,General,Account,Question,2024-08-23,,,,,,,,,,agosto,34,Friday
CASE001678,Product A,Agent_012,NOT TP,Email,Business,Billing,Software,Error,2024-07-08,,,,,,,,,,julio,28,Monday
CASE001679,Product B,Agent_036,NOT TP,Web,Individual,Billing,Account,Installation,2024-07-27,,,,,,,,Center B,,julio,30,Saturday
CASE001680,,Agent_017,NOT TP,Email,Business,General,Account,Question,2024-08-23,,,,,,,,,,agosto,34,Friday
CASE001681,,Agent_016,TP,Email,Business,General,Other,Error,2024-08-19,,,,,,,,,Premium,agosto,34,Monday
CASE001682,Product A,Agent_018,TP,Phone,Individual,General,Other,Installation,2024-09-13,,,,,,,,,,septiembre,37,Friday
CASE001683,,Agent_031,NOT TP,Web,Business,Technical,Software,Question,2024-09-28,,,,,,WO9721,,,,septiembre,39,Saturday
CASE001684,,Agent_040,NOT TP,Email,Individual,Billing,Software,Error,2024-07-03,,,,,,,,,,julio,27,Wednesday
CASE001685,,Agent_022,NOT TP,Email,Individual,Technical,Software,Installation,2024-09-12,,,,,,,,,,septiembre,37,Thursday
CASE001686,Product C,Agent_024,NOT TP,Phone,Individual,Billing,Hardware,Question,2024-08-18,,,,,,WO9566,,,Standard,agosto,33,Sunday
CASE001687,Product B,Agent_012,TP,Chat,Business,Technical,Account,Installation,2024-08-31,,,,,,,,,,agosto,35,Saturday
CASE001688,,Agent_032,NOT TP,Web,Individual,Billing,Account,Question,2024-07-01,,,,,,,,,,julio,27,Monday
CASE001689,Product B,Agent_028,TP,Chat,Individual,General,Hardware,Error,2024-08-15,,,,,,WO7399,,,,agosto,33,Thursday
CASE001690,Product B,Agent_014,TP,Chat,Individual,General,Hardware,Configuration,2024-08-08,,,,,,,,,,agosto,32,Thursday
CASE001691,,Agent_027,NOT TP,Phone,Business,Billing,Software,Question,2024-08-19,,,,,,,,,,agosto,34,Monday
CASE001692,,Agent_045,NOT TP,Phone,Individual,General,Account,Error,2024-08-23,,,,,,,,Center A,Premium,agosto,34,Friday
CASE001693,Product B,Agent_049,TP,Web,Business,General,Other,Question,2024-09-07,,,,,,,,,,septiembre,36,Saturday
CASE001694,Product A,Agent_024,TP,Chat,Business,Technical,Other,Configuration,2024-09-08,,,,,,,,,,septiembre,36,Sunday
CASE001695,Product B,Agent_024,NOT TP,Email,Individual,Billing,Hardware,Installation,2024-09-16,,,,,,,,Center B,,septiembre,38,Monday
CASE001696,Product A,Agent_026,TP,Chat,Individual,General,Hardware,Configuration,2024-07-29,,,,,,,,,,julio,31,Monday
CASE001697,,Agent_018,NOT TP,Phone,Business,Billing,Account,Configuration,2024-09-01,,,,,,WO4276,,,,septiembre,35,Sunday
CASE001698,Product C,Agent_029,TP,Email,Business,Technical,Account,Installation,2024-07-29,,,,,,,,Center B,Premium,julio,31,Monday
CASE001699,,Agent_012,NOT TP,Email,Business,Billing,Other,Configuration,2024-08-04,,,,,,,,,,agosto,31,Sunday
CASE001700,Product B,Agent_037,NOT TP,Phone,Individual,Technical,Account,Error,2024-08-25,,,,,,WO6523,,,,agosto,34,Sunday
CASE001701,,Agent_009,TP,Email,Business,Technical,Software,Question,2024-09-01,,,,,,WO2035,,,,septiembre,35,Sunday
CASE001702,,Agent_037,TP,Chat,Individual,Technical,Hardware,Configuration,2024-07-04,,,,,,,,,,julio,27,Thursday
CASE001703,Product A,Agent_044,TP,Phone,Individual,General,Other,Question,2024-08-19,,,,,,WO3750,,,Standard,agosto,34,Monday
CASE001704,,Agent_015,TP,Web,Business,Technical,Other,Question,2024-08-13,,,,,,,,,,agosto,33,Tuesday
CASE001705,Product A,Agent_007,NOT TP,Phone,Individual,Billing,Software,Installation,2024-09-24,,,,,,,,,,septiembre,39,Tuesday
CASE001706,,Agent_047,TP,Web,Business,Billing,Account,Configuration,2024-09-25,Yes,,,,,,,,,septiembre,39,Wednesday
CASE001707,Product A,Agent_018,NOT TP,Web,Individual,General,Account,Installation,2024-08-21,No,,,,,WO6286,,,,agosto,34,Wednesday
CASE001708,Product B,Agent_016,TP,Phone,Business,General,Hardware,Installation,2024-07-22,No,,,,,,,,,julio,30,Monday
CASE001709,,Agent_036,NOT TP,Phone,Individual,Technical,Software,Question,2024-08-29,,,,,,,,,,agosto,35,Thursday
CASE001710,Product C,Agent_028,NOT TP,Web,Individual,Technical,Other,Error,2024-07-17,,,,,,,,,Premium,julio,29,Wednesday
CASE001711,,Agent_025,NOT TP,Web,Business,Technical,Software,Question,2024-09-18,,,,,,,,,,septiembre,38,Wednesday
CASE001712,,Agent_013,NOT TP,Email,Individual,General,Other,Installation,2024-09-07,,,,,,WO2979,,,,septiembre,36,Saturday
CASE001713,Product B,Agent_010,NOT TP,Phone,Individual,General,Software,Configuration,2024-07-04,,,,,,,,,,julio,27,Thursday
CASE001714,Product A,Agent_048,TP,Phone,Business,Billing,Account,Error,2024-08-20,,,,,,,,,,agosto,34,Tuesday
CASE001715,Product A,Agent_010,NOT TP,Email,Individual,Technical,Other,Error,2024-09-14,,,,,,,,,,septiembre,37,Saturday
CASE001716,,Agent_031,NOT TP,Phone,Business,Technical,Hardware,Configuration,2024-09-11,,,,,,,,,,septiembre,37,Wednesday
CASE001717,Product C,Agent_001,NOT TP,Email,Individual,Billing,Software,Configuration,2024-09-23,,,,,,,,,,septiembre,39,Monday
CASE001718,Product B,Agent_012,TP,Email,Individual,Billing,Account,Error,2024-07-04,,,,,,,,,,julio,27,Thursday
CASE001719,,Agent_027,NOT TP,Phone,Business,Billing,Other,Installation,2024-07-11,,,,,,,,,Express,julio,28,Thursday
CASE001720,,Agent_032,NOT TP,Chat,Individual,Billing,Account,Error,2024-09-21,,,,,,,,Center A,,septiembre,38,Saturday
CASE001721,Product C,Agent_009,TP,Web,Individual,Technical,Software,Error,2024-08-24,,,,,,,,,Standard,agosto,34,Saturday
CASE001722,Product A,Agent_041,TP,Phone,Individual,General,Hardware,Error,2024-07-18,,,,,,,,,,julio,29,Thursday
CASE001723,,Agent_034,NOT TP,Chat,Business,Technical,Hardware,Installation,2024-08-29,,,,,,,,,,agosto,35,Thursday
CASE001724,,Agent_035,NOT TP,Email,Individual,Billing,Software,Configuration,2024-07-24,,,,,,,,,,julio,30,Wednesday
CASE001725,,Agent_047,NOT TP,Chat,Individual,General,Other,Configuration,2024-07-07,,,,,,WO7735,,,,julio,27,Sunday
CASE001726,Product A,Agent_021,TP,Phone,Individual,Technical,Account,Configuration,2024-08-03,,,,,,,,,,agosto,31,Saturday
CASE001727,Product C,Agent_032,NOT TP,Phone,Individual,Billing,Account,Installation,2024-08-18,,,,,,,,,,agosto,33,Sunday
CASE001728,Product A,Agent_020,TP,Chat,Individual,General,Other,Installation,2024-08-11,,,,,,WO2668,,,,agosto,32,Sunday
CASE001729,Product A,Agent_017,TP,Phone,Individual,General,Software,Configuration,2024-07-28,,,,,,,,,,julio,30,Sunday
CASE001730,Product C,Agent_036,TP,Web,Individual,General,Account,Question,2024-08-28,,,,,,,,,Standard,agosto,35,Wednesday
CASE001731,Product A,Agent_037,NOT TP,Chat,Individual,Technical,Account,Question,2024-08-11,,,,,,WO3809,,,Express,agosto,32,Sunday
CASE001732,Product A,Agent_004,NOT TP,Email,Individual,Billing,Software,Configuration,2024-08-13,,,,,,,,,,agosto,33,Tuesday
CASE001733,,Agent_026,NOT TP,Chat,Individual,Technical,Account,Question,2024-08-18,,,,,,,,,,agosto,33,Sunday
CASE001734,Product B,Agent_007,TP,Chat,Individual,Technical,Other,Question,2024-08-05,,,,,,,,,,agosto,32,Monday
CASE001735,Product A,Agent_045,NOT TP,Chat,Business,Technical,Other,Configuration,2024-08-23,,,,,,,,,,agosto,34,Friday
CASE001736,,Agent_011,TP,Chat,Individual,General,Software,Configuration,2024-08-02,,,,,,,,,Premium,agosto,31,Friday
CASE001737,Product C,Agent_004,NOT TP,Email,Individual,Billing,Software,Installation,2024-07-11,,,,,,WO3177,,,,julio,28,Thursday
CASE001738,Product C,Agent_014,NOT TP,Email,Individual,Technical,Other,Question,2024-08-30,,Dissatisfied,,,,,,,,agosto,35,Friday
CASE001739,Product B,Agent_017,TP,Email,Individual,Billing,Software,Question,2024-07-03,,,,,,,,,,julio,27,Wednesday
CASE001740,Product A,Agent_031,NOT TP,Chat,Business,General,Other,Configuration,2024-09-08,,,,,,WO6209,,,,septiembre,36,Sunday
CASE001741,Product A,Agent_041,TP,Web,Business,Technical,Other,Error,2024-07-07,,,,,,WO8899,,,Standard,julio,27,Sunday
CASE001742,,Agent_007,NOT TP,Web,Individual,Billing,Other,Configuration,2024-08-14,,,,,,,,,Standard,agosto,33,Wednesday
CASE001743,,Agent_029,NOT TP,Email,Individual,General,Account,Installation,2024-07-29,,,,,,,,,,julio,31,Monday
CASE001744,Product B,Agent_048,TP,Web,Individual,Technical,Software,Error,2024-09-22,,,,,,WO8354,,,,septiembre,38,Sunday
CASE001745,Product A,Agent_022,NOT TP,Web,Individual,Technical,Account,Error,2024-07-09,,,,,,,,,Standard,julio,28,Tuesday
CASE001746,Product C,Agent_017,TP,Web,Business,Billing,Software,Error,2024-09-22,,,,,,,,,,septiembre,38,Sunday
CASE001747,,Agent_024,NOT TP,Web,Individual,Billing,Hardware,Installation,2024-07-06,,,,,,,,,,julio,27,Saturday
CASE001748,Product A,Agent_024,NOT TP,Web,Individual,Technical,Account,Question,2024-07-04,,,,,,,,,Premium,julio,27,Thursday
CASE001749,Product B,Agent_036,NOT TP,Phone,Individual,Technical,Account,Configuration,2024-08-01,,,,,,WO4811,,,,agosto,31,Thursday
CASE001750,Product A,Agent_036,TP,Email,Business,General,Account,Installation,2024-07-26,,,,,,,,,,julio,30,Friday
CASE001751,Product C,Agent_017,NOT TP,Chat,Individual,General,Hardware,Installation,2024-07-03,,,,,,,,,,julio,27,Wednesday
CASE001752,Product C,Agent_023,NOT TP,Web,Business,Technical,Software,Error,2024-09-18,,,,,,,,,,septiembre,38,Wednesday
CASE001753,,Agent_002,TP,Phone,Individual,Billing,Hardware,Error,2024-07-20,,,,,,,,Center B,,julio,29,Saturday
CASE001754,,Agent_027,TP,Chat,Individual,Billing,Software,Installation,2024-07-31,,,,,,,,,,julio,31,Wednesday
CASE001755,,Agent_008,NOT TP,Phone,Business,Technical,Software,Question,2024-07-17,No,,,,,,,,,julio,29,Wednesday
CASE001756,Product B,Agent_023,NOT TP,Web,Individual,General,Software,Error,2024-08-30,,,,,,,,,,agosto,35,Friday
CASE001757,,Agent_044,NOT TP,Web,Individual,Technical,Software,Installation,2024-09-24,,,,,,,,,,septiembre,39,Tuesday
CASE001758,Product B,Agent_039,NOT TP,Web,Individual,Billing,Software,Error,2024-07-15,,,,,,,,,,julio,29,Monday
CASE001759,Product A,Agent_013,NOT TP,Web,Individual,Technical,Hardware,Configuration,2024-09-11,Yes,,,,,,,,,septiembre,37,Wednesday
CASE001760,Product B,Agent_037,TP,Chat,Individual,Technical,Account,Configuration,2024-07-28,,,,,,,,,Premium,julio,30,Sunday
CASE001761,Product B,Agent_037,TP,Chat,Business,General,Hardware,Configuration,2024-08-29,,,,,,,,,,agosto,35,Thursday
CASE001762,Product A,Agent_042,TP,Phone,Individual,Billing,Account,Error,2024-09-28,,,,,,,,,Premium,septiembre,39,Saturday
CASE001763,Product A,Agent_042,NOT TP,Email,Business,Billing,Account,Error,2024-08-02,,,,,,,,,,agosto,31,Friday
CASE001764,,Agent_035,TP,Web,Individual,Technical,Other,Question,2024-08-17,,,,,,WO8270,,,,agosto,33,Saturday
CASE001765,Product A,Agent_012,NOT TP,Phone,Individual,Billing,Account,Configuration,2024-07-22,,,,,,,,,,julio,30,Monday
CASE001766,Product A,Agent_050,NOT TP,Phone,Individual,Billing,Hardware,Question,2024-09-16,,,,,,,,,Standard,septiembre,38,Monday
CASE001767,Product A,Agent_019,NOT TP,Phone,Business,Billing,Other,Installation,2024-09-16,,,,,,,,,Express,septiembre,38,Monday
CASE001768,Product C,Agent_023,TP,Web,Business,Billing,Software,Installation,2024-09-30,,,,,,,,,Express,septiembre,40,Monday
CASE001769,Product C,Agent_021,NOT TP,Web,Business,General,Software,Configuration,2024-07-15,,,,,,,,,,julio,29,Monday
